QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,source,MisconceptionAName,MisconceptionBName,MisconceptionCName,MisconceptionDName,OriginalQuestionId
1278,296.0,Order decimals with the same number of digits,222.0,Ordering Decimals,C,"Tom and Katie are discussing how to order decimals.

Tom says \( 0.60 \) is greater than \( 0.06 \)

Katie says \( 0.5993 \) is greater than \( 0.5399 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1981.0,1981.0,,1981.0,original,Does not know how to compare decimal numbers,Does not know how to compare decimal numbers,,Does not know how to compare decimal numbers,
1279,1105.0,"Given a term in an ascending integer linear sequence, use the nth term rule to find its position in that sequence",171.0,Linear Sequences (nth term),B,Here are the first \( 4 \) terms of a sequence ![\( \begin{array}{lllll}11 & 15 & 19 & 23 & \ldots\end{array} \)]() What position in the sequence is the number \( 87 ? \),\( 355 \),\( 20 \),\( 4 n+7 \),\( 21.75 \),,,,2252.0,original,,,,Believes you multiply the constant difference by the term number to get the term value,
1280,3112.0,Given the number of sides of a polygon identify the name,84.0,Properties of Polygons,C,A ten sided polygon is also known as...,An octagon,A hexagon,A decagon,A dodecagon,789.0,789.0,,789.0,original,Does not understand the naming structure of polygons,Does not understand the naming structure of polygons,,Does not understand the naming structure of polygons,
1281,3322.0,Recognise and use the law of distributivity,204.0,Mental Multiplication and Division,D,"What word do we use to describe the relationship:
\(
7 \times 9=5 \times 9+2 \times 9
\)",Commutativity,Factors,Associativity,Distributivity,1226.0,858.0,1226.0,,original,Does not recognise the distributive property,Believes splitting a multiplication using the distributive property is the same as splitting it into factors,Does not recognise the distributive property,,
1282,1428.0,Factorise a quadratic expression in the form x² + bx + c,53.0,Factorising into a Double Bracket,D,"When \( x^{2}+9 x+14 \) is factorised, what will appear in the box below? ![Bracket (x+2) and a rectangular box beside it where the second bracket should be.]()",\( (x+12) \),\( (x+8) \),\( (x-7) \),\( (x+7) \),1421.0,,974.0,,original,"When factorising into double brackets, finds the sum of two values which give the non variable term in the expression rather than the product",,Believes multiplying a positive by a negative gives a positive answer,,
1283,2145.0,Convert between kg and g,198.0,Weight Units,A,"A \( 0.5 \) kilogram weight has \( 10 \) grams shaved off it.

What is the mass of the weight that remains?
Give your answer in grams.",\( 490 \mathrm{~g} \),\( 40 \mathrm{~g} \),\( 499 \mathrm{~g} \),\( 0.49 g \),,784.0,,,original,,Thinks there are 100g in a kilogram,,,
1284,318.0,Divide a decimal by an integer,224.0,Multiplying and Dividing with Decimals,B,\( 0.1 \div 4= \),\( 0.3 \),\( 0.025 \),\( 0.4 \),\( 0.25 \),,,1074.0,1619.0,original,,,Multiplies rather than divides,"When dividing a decimal by a whole number, ignores decimal point and just divides the digits",
1285,1100.0,Find the nth term rule for a descending integer linear sequence,171.0,Linear Sequences (nth term),A,Here are the first three terms of a sequence ![\( \begin{array}{llll}98 & 92 & 86 & \ldots\end{array} \)]() Find an expression for the nth term of this sequence.,\( -6 n+104 \),\( -6 n+92 \),\( -6 n \),\( 6 n+92 \),,1058.0,1582.0,2016.0,original,,"Believes that in the nth term of a descending sequence, b is the difference between the term and the positive multiple of n",Thinks terms in linear sequence are in direct proportion,Believes the nth term of a descending sequence will have a positive coefficient of n,
1286,2347.0,"Given the volume of a sphere, work out missing information",1649.0,Volume of Non-Prisms,C,"A sphere has a volume of
\[
V \mathrm{~cm}^{3} \text {. }
\] ![A sphere with the radius labelled '?']() What is its radius?",\( \sqrt[3]{\frac{4 V \pi}{3}} \mathrm{~cm} \),\( \sqrt[3]{\frac{4 V}{3 \pi}} \mathrm{cm} \),\( \sqrt[3]{\frac{3 V}{4 \pi}} \mathrm{cm} \),\( \frac{3 \sqrt[3]{V}}{4 \pi} \mathrm{cm} \),1214.0,232.0,,256.0,original,"When solving an equation, uses the same operation rather than the inverse.","When dividing by a fraction, switches to multiplication without also using the reciprocal",,Does not reverse the order of operations when solving an equation,
1287,1482.0,"Solve linear equations with the variable appearing on both sides, with all positive integers",64.0,Linear Equations,A,"Alisha is using cups and counters to help her solve an equation. Which would be the correct start to work it out? ![Three diagrams of equations shown with cups and counters. 
Step 1 is one cup plus four counters equals two cups and two counters.
Step 2 is four counters equals one cup plus two counters.
Step 3 is two counters equals one cup.]()",\( \begin{array}{c}x+4=2 x+2 \\ x=2\end{array} \),\( 3 x=6 \),\( \begin{array}{c}x+4=2 x+2 \\ 3 x=2\end{array} \),\( \begin{array}{c}x+4=2 x+2 \\ 3 x=6\end{array} \),,1214.0,,1214.0,original,,"When solving an equation, uses the same operation rather than the inverse.",,"When solving an equation, uses the same operation rather than the inverse.",
1288,1452.0,Solve linear simultaneous equations requiring no scaling of expressions,63.0,Simultaneous Equations,A,"Which of the following pairs of simultaneous equations would have no solutions?
\begin{array}{ccc} 
Pair \( 1 \) & Pair \( 2 \) \\
\( 2 y-2 x=7 \) & & \( 2 x+2 y=7 \) \\
\( 2 x-2 y=7 \) & & \( 2 x-2 y=7 \)
\end{array}",Only Pair \( 1 \),Only Pair \( 2 \),Both Pair \( 1 \) and Pair \( 2 \),Neither Pair \( 1 \) nor Pair \( 2 \),,,1494.0,,original,,,Believes 0 is not a real solution to an equation,,
1289,441.0,Multiply proper fractions in the form: Fraction × Fraction,231.0,Multiplying Fractions,D,\( \frac{6}{7} \times \frac{2}{3}=? \),\( 1 \frac{11}{21} \),\( \frac{9}{7} \),\( \frac{8}{21} \),\( \frac{4}{7} \),,1.0,317.0,,original,,Uses dividing fractions method for multiplying fractions,"When multiplying fractions, adds the numerators and multiplies the denominators",,
1290,1530.0,Substitute positive non-integer values into expressions involving powers or roots,265.0,Plotting Quadratics from Tables of Values,A,"Jo and Paul are discussing quadratic equations.

Jo says there is no value of \( x \) that can make \( (1-x)^{2} \) negative.

Paul says there is no value of \( x \) that can make \( 1-x^{2} \) positive.
Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,,,557.0,82.0,original,,,Assumes a fact without considering enough examples,Believes the square of a negative will also be negative,
1291,1425.0,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),52.0,Factorising into a Single Bracket,C,What should replace the circle when this expression is fully factorised? \( 9 y^{2}+4 y \equiv \bigstar(\triangle y+\bigcirc) \),\( \bigcirc=4 y \),\( \bigcirc=y \),\( \bigcirc=4 \),\( \bigcirc=5 \),1433.0,,,,original,"When factorising into single brackets, only factors out the numerical values and forgets to factorise possible variables",,,,
1292,2908.0,Interpret continuous data using a line graph,117.0,Time Series and Line Graphs,D,![Graph titled height of rocket with Height in metres versus time in seconds]() How many metres did the rocket travel between \( 10 \) and \( 40 \) seconds?,\( 60 \),\( 50 \),\( 30 \),\( 40 \),1102.0,378.0,378.0,,original,Believes that addition should be used when finding the difference between two values on a time series graph,"When finding the difference between two points on a time series graph, only uses one of the points. ","When finding the difference between two points on a time series graph, only uses one of the points. ",,
1293,1438.0,Factorise a quadratic expression in the form ax² - c,254.0,Difference of Two Squares,C,Which of the following answers shows a correct factorisation of the expression below? \( 2 x^{2}-50 \),\( 2\left(x^{2}-25\right) \),\( 2(x-5)(x-5) \),\( 2(x-5)(x+5) \),\( 2(x-12.5)^{2} \),113.0,547.0,,,original,Does not recognise difference of two squares,Factorises difference of two squares with the same sign in both brackets,,,
1294,256.0,Carry out subtraction problems involving two negative integers ,211.0,Adding and Subtracting Negative Numbers,C,\( (-6)-(-8)= \),\( 14 \),\( -14 \),\( 2 \),\( -2 \),795.0,2566.0,,1282.0,original,Ignores the negative signs when adding positive and negative numbers,"When subtracting a negative number, subtracts the absolute value rather than adding it",,When subtracting a negative thinks the answer must be negative ,
1295,579.0,Express one quantity as a percentage of another mentally,233.0,Percentages of an Amount,C,"I increase \( £ 200 \) by \( 50 \% \).
Then, I increase the new amount by \( 10 \% \).
What percentage of the original amount do I have now?",\( 155 \% \),\( 60 \% \),\( 165 \% \),\( 330 \% \),2160.0,,,,original,"In repeated percentage change, believes the second change is only a percentage of the first change, without including the original",,,,
1296,471.0,Recognise cube numbers,245.0,"Squares, Cubes, etc",A,Which of these is a cube number?,\( 8 \),\( 15 \),\( 100 \),\( 3 \),,1884.0,2576.0,1884.0,original,,Thinks numbers are a multiple of their index,Mixes up square numbers and cube numbers,Thinks numbers are a multiple of their index,
1297,2548.0,"Identify and count the faces, vertices and edges of a 3D shape",175.0,Properties of Triangles,C,![An orange cube]() How many faces does this cube have?,\( 4 \),\( 12 \),\( 6 \),\( 8 \),,207.0,,450.0,original,,Confuses the terms faces and edges,,Confuses the terms faces and vertices,
1298,3175.0,For a given output find the input of a function machine,173.0,Other Sequences,C,"![Two arrows in a line, both pointing right. The first one has '- 3' in it, the second one has 'x 5' in it. ]() The rule above is used to generate a term-to-term sequence.
If the third term is \( 35 \), what is the first term?",\( 10 \),\( -10 \),\( 5 \),\( 1 \),1631.0,2377.0,,1240.0,original,When asked for a specific term in a sequence gives the term after,Does not know the definition of term or term-to-term rule,,Thinks the first term of a sequence must be 1,
1299,373.0,Convert fractions to percentages containing 1 decimal place,238.0,Converting between Fractions and Percentages,A,"Convert this fraction to a percentage
\(
\frac{27}{200}
\)",\( 13.5 \% \),\( 27 \% \),\( 54 \% \),This fraction does not convert to a percentage,,329.0,329.0,,original,,Does not understand a percentage is out of 100,Does not understand a percentage is out of 100,,
1300,2232.0,Convert from days to seconds,209.0,Time,B,Which of the following would correctly calculate the number of seconds in \( 1 \) day?,\( 24 \times 60 \),\( 24 \times 60 \times 60 \),\( 12 \times 60 \),\( 12 \times 60 \times 60 \),1107.0,,,443.0,original,Converted hours to minutes instead of hours to seconds,,,Thinks there are 12 hours in 1 day,
1301,222.0,Round numbers greater than 1 to three or more significant figures,215.0,Rounding to Significant Figures,A,What is \( \mathbf{2 . 5 0 6 7 1 0} \) rounded to three significant figures?,\( 2.51 \),\( 2.507 \),\( 2.50 \),\( 3.00 \),,539.0,1379.0,2392.0,original,,Does not understand the value of zeros as placeholders,Rounds down instead of up,Rounds to the wrong degree of accuracy (rounds too much),
1302,2866.0,Calculate the sector angle on a pie chart for a given group,109.0,Pie Chart,C,"A diver wants to make a pie chart of his trip. \begin{tabular}{|c|c|c|}
\hline & Frequency & Degrees \\
\hline Manta Ray & \( 16 \) & \( 180 \) \\
\hline Hammerhead & \( 4 \) & \( 45 \) \\
\hline Conger Eel & \( 12 \) & \( \mathrm{~F} \) \\
\hline
\end{tabular} Which one of these is a correct method for finding F?",\( 360-180+45 \),\( \frac{12}{20} \times 360 \),\( 360-180-45 \),\( \frac{360}{32} \),1392.0,924.0,,1307.0,original,Does not include brackets when required,Believes to find the proportion of a pie chart sector you do frequency/sum of other frequencies rather than frequency/overall total,,Finds the degrees for 1 person rather than the required number of people for a pie chart sector,
1303,2432.0,Describe the properties of an isosceles triangle,175.0,Properties of Triangles,B,An isosceles triangle must have ...,no equal side lengths.,two sides of equal length and two equal angles.,one pair of parallel sides.,three equal angles.,2423.0,,114.0,1176.0,original,Confuses isosceles and scalene triangles,,Does not know the meaning of the word parallel,Confuses isosceles and equilateral triangles,
1304,2646.0,"Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92.0,Reflection,B,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( P \) ? ![A set of axes: x-axis from -1 to 7, y-axis from -2 to 8. Three points are plotted and joined to make a triangle: (2, 4), (4, 4), (2, 7). Point (2, 4) is labelled with the letter ""P"". The line y=4 is shown with a blue dashed line.]()","\( (2,3) \)","\( (2,4) \)","\( (2,2) \)","\( (2,-4) \)",282.0,,282.0,2155.0,original,Does not understand that a point on the line of reflection will stay the same when reflected ,,Does not understand that a point on the line of reflection will stay the same when reflected ,"Reflects in an axis, instead of the given mirror line",
